cid,list_id,company,position,office,office_state,job_type,list_rank,source,file_rank
c1385,f1000_750,Genesco,Manager - Financial Planning & Analysis,Nashville,TN,mba_finance,751.0,fortune1000,3
c1386,f1000_752,Ryerson,Project Tax Analyst,Chicago,IL,mba_finance,753.0,fortune1000,3
c1387,f1000_753,Acadia Healthcare,Financial Analyst,Carlsbad,CA,mba_finance,754.0,fortune1000,3
c1388,f1000_756,Worthington Industries,Supply Chain Analyst,West Warwick,RI,mba_finance,757.0,fortune1000,3
c1389,f1000_773,ArcBest,Software Engineer I,Cherryville,NC,computer_science,774.0,fortune1000,3
c1390,f1000_780,Timken,IT Project Manager,North Canton,OH,mba,781.0,fortune1000,3
c1391,f1000_785,Verso,Logistics Analyst,Miamisburg,OH,mba_analyst,786.0,fortune1000,3
c1392,f1000_789,Caleres,IT Project Manager,St. Louis,MO,mba,790.0,fortune1000,3
c1393,f1000_792,Westar Energy,Systems Support Analyst,Topeka,KS,mba_analyst,793.0,fortune1000,3
c1394,f1000_795,Boston Properties,Senior Desktop Analyst,Boston,MA,mba_analyst,796.0,fortune1000,3
c1395,f1000_796,GNC,Lead Business Analyst - Ecommerce,Pittsburgh,PA,mba_finance,797.0,fortune1000,3
c1396,f1000_797,HCP,Project Manager,Shrewsbury,NJ,mba,798.0,fortune1000,3
c1397,f1000_799,TTM Technologies,Project Management Engineer,Syracuse,NY,mba,800.0,fortune1000,3
c1398,f1000_800,Prologis,Senior Product Manager,Denver,CO,mba,801.0,fortune1000,3
c1399,f1000_803,Valmont Industries,Marketing Project Manager,Valley,NE,mba,804.0,fortune1000,3
c1400,f1000_805,Applied Industrial Technologies,Project Manager,Chicago,IL,mba,806.0,fortune1000,3
c1401,f1000_806,VCA,Data Scientist,Los Angeles,CA,data_science,807.0,fortune1000,3
c1402,f1000_808,Vornado Realty Trust,Property Financial Analyst/ Accountant NYO,Paramus,NJ,mba_finance,809.0,fortune1000,3
c1403,f1000_81,Tyson Foods,Senior Food Scientist I,Downers Grove,IL,data_science,82.0,fortune1000,3
c1404,f1000_810,A. Schulman,Business Analyst,Akron,OH,mba_finance,811.0,fortune1000,3
c1405,f1000_811,Wolverine World Wide,Finance Manager,Rockford,MI,mba_finance,812.0,fortune1000,3
c1406,f1000_813,Chico's FAS,Senior Developer - NoSQL,Fort Myers,FL,computer_science,814.0,fortune1000,3
c1407,f1000_814,Domino's Pizza,Software Developer,Ann Arbor,MI,computer_science,815.0,fortune1000,3
c1408,f1000_816,Southwest Gas,Analyst I/Operations,Las Vegas,NV,mba_analyst,817.0,fortune1000,3
c1409,f1000_817,Tops,Consumer Insights Analyst,Williamsville,NY,mba_analyst,818.0,fortune1000,3
c1410,f1000_824,Equity Residential,Data Scientist,Chicago,IL,data_science,825.0,fortune1000,3
c1411,f1000_825,J. Crew Group,Project Manager,Long Island City,NY,mba,826.0,fortune1000,3
c1412,f1000_826,Synopsys,Software Engineer - I,Mountain View,CA,computer_science,827.0,fortune1000,3
c1414,f1000_834,Alere,Data Scientist,San Diego,CA,data_science,835.0,fortune1000,3
c1415,f1000_837,G-III Apparel Group,Jr eCommerce Data Analyst,New York,NY,mba_finance,838.0,fortune1000,3
c1416,f1000_84,Publix Super Markets,Data Scientist - Marketing Analytics,Lakeland,FL,data_science,85.0,fortune1000,3
c1417,f1000_847,WGL,Asset Optimization Analyst,Springfield,VA,mba_finance,848.0,fortune1000,3
c1418,f1000_856,MDC,Financial Coordinator,New York,NY,mba_finance,857.0,fortune1000,3
c1419,f1000_857,Vishay Intertechnology,Sr Product Marketing Manager,Sanford,ME,mba,858.0,fortune1000,3
c1420,f1000_861,Snyder's-Lance,Associate Financial Analyst,Charlotte,NC,mba_finance,862.0,fortune1000,3
c1421,f1000_864,Selective Insurance Group,Full Stack Web Developer,Glastonbury,CT,computer_science,865.0,fortune1000,3
c1422,f1000_868,Carlyle Group,Associate Vice President - Senior Software Development Engineer,New York,NY,computer_science,869.0,fortune1000,3
c1423,f1000_869,Enable Midstream Partners,Senior - Scheduling Analyst,Houston,TX,mba_analyst,870.0,fortune1000,3
c1424,f1000_885,Tupperware Brands,Financial Planning & Analysis,Orlando,FL,mba_finance,886.0,fortune1000,3
c1425,f1000_888,Magellan Midstream Partners,Commercial Project Manager,Tulsa,OK,mba,889.0,fortune1000,3
c1426,f1000_889,HNI,Corporate Strategy Analyst,Chicago,IL,mba_analyst,890.0,fortune1000,3
c1427,f1000_899,Teledyne Technologies,Financial Analyst,Thousand Oaks,CA,mba_finance,900.0,fortune1000,3
c1428,f1000_90,Rite Aid,Senior Analyst Outbound Transportation,Camp Hill,PA,mba_analyst,91.0,fortune1000,3
c1429,f1000_912,H.B. Fuller,Senior Federal Tax Analyst,Vadnais Heights,MN,mba_finance,913.0,fortune1000,3
c1430,f1000_923,Renewable Energy Group,Business Analyst - IT,Ames,IA,mba_finance,924.0,fortune1000,3
c1431,f1000_924,Consol Energy,Oracle OTBI Reporting Analyst,Canonsburg,PA,mba_finance,925.0,fortune1000,3
c1432,f1000_933,Werner Enterprises,Project Manager LTL - Freight Management,Omaha,NE,mba,934.0,fortune1000,3
c1433,f1000_935,Hexcel,Research Engineer,Dublin,CA,data_science,936.0,fortune1000,3
c1434,f1000_936,Genesee & Wyoming,Sr Financial Analyst,Rochester,NY,mba_finance,937.0,fortune1000,3
c1435,f1000_937,Primoris Services,Project Manager,Marina del Rey,CA,mba,938.0,fortune1000,3
c1436,f1000_938,Spx Flow,NPD Project Manager,Rochester,NY,mba,939.0,fortune1000,3
c1437,f1000_939,F5 Networks,Software Engineer,San Jose,CA,computer_science,940.0,fortune1000,3
c1438,f1000_944,Continental Resources,Corporate/Business Development Analyst,Oklahoma City,OK,mba_finance,945.0,fortune1000,3
c1439,f1000_949,Euronet Worldwide,Software Developer,Little Rock,AR,computer_science,950.0,fortune1000,3
c1440,f1000_953,Matson,Principal Financial Analyst,Oakland,CA,mba_finance,954.0,fortune1000,3
c1441,f1000_956,REV Group,Benefits Analyst,Brookfield,WI,mba_finance,957.0,fortune1000,3
c1442,f1000_957,Rexnord,Project Manager,Milwaukee,WI,mba,958.0,fortune1000,3
c1443,f1000_958,Cypress Semiconductor,Software Engr,San Diego,CA,computer_science,959.0,fortune1000,3
c1444,f1000_960,Ply Gem,Assistant Product Manager - Metal,Kansas City,MO,mba,961.0,fortune1000,3
c1445,f1000_964,American Greetings,Tax Analyst Income Tax,Westlake,OH,mba_finance,965.0,fortune1000,3
c1446,f1000_965,Blackhawk Network,Staff Data Engineer - BI Analytics,Portland,ME,data_science,966.0,fortune1000,3
c1447,f1000_968,BlueLinx,Product Manager,University Park,IL,mba,969.0,fortune1000,3
c1448,f1000_969,New Jersey Resources,IT Project Manager II,Wall,NJ,mba,970.0,fortune1000,3
c1449,f1000_971,Murphy Oil,HRIS Analyst,Houston,TX,mba_analyst,972.0,fortune1000,3
c1450,f1000_973,Par Pacific,Senior Financial Specialist,Kapolei,HI,mba_finance,974.0,fortune1000,3
c1451,f1000_975,GMS,Waiver Home Program Manager,Portland,ME,mba,976.0,fortune1000,3
c1452,f1000_976,CoreCivic,Manager - Operations Finance,Whiteville,TN,mba_finance,977.0,fortune1000,3
c1453,f1000_980,Wabash National,SAP Sr Architect & Project Manager,Lafayette,IN,mba,981.0,fortune1000,3
c1454,f1000_981,Adtalem Global Education,Technology Product Manager,Downers Grove,IL,mba,982.0,fortune1000,3
c1455,f1000_983,Allison Transmission,Defense Programs Business Analyst,Indianapolis,IN,mba_finance,984.0,fortune1000,3
c1456,f1000_985,ResMed,Associate Software Engineer,San Diego,CA,computer_science,986.0,fortune1000,3
c1457,f1000_988,Central Garden & Pet,Analyst - Reporting & Analytics,Schaumburg,IL,mba_finance,989.0,fortune1000,3
c1458,f1000_990,New York Community Bancorp,Governance Risk and Compliance Platform Analyst,Westbury,NY,mba_analyst,991.0,fortune1000,3
c1459,f1000_992,Carpenter Technology,Corporate Safety Program Manager,Reading,PA,mba,993.0,fortune1000,3
c1460,f1000_994,FTI Consulting,Finance Manager - Global Real Estate,Washington,DC,mba_finance,995.0,fortune1000,3
c1461,f1000_995,Nordson,Embedded Software Engineer,Amherst,OH,computer_science,996.0,fortune1000,3
c1462,forbes_18,Datadog,Analyst - Sales Systems,Boston,MA,mba_analyst,19.0,forbes_cloud100,3
c1463,forbes_21,Yardi,Project Manager,Long Island,NY,mba,22.0,forbes_cloud100,3
c1464,forbes_22,InVision,Sr Analyst - Accounts Payable,Wexford,PA,mba_finance,23.0,forbes_cloud100,3
c1465,forbes_23,nCino,AI Product Manager,Wilmington,NC,data_science,24.0,forbes_cloud100,3
c1466,forbes_24,AppDirect,Full Stack Engineer,San Francisco,CA,computer_science,25.0,forbes_cloud100,3
c1467,forbes_25,Sprinklr,Global Finance Manager,New York,NY,mba_finance,26.0,forbes_cloud100,3
c1468,forbes_26,Apttus,Sr Sales Pricing Analyst,San Mateo,CA,mba_analyst,27.0,forbes_cloud100,3
c1469,forbes_29,Veeam,Program Manager - Lighthouse,Alpharetta,GA,mba,30.0,forbes_cloud100,3
c1470,forbes_3,Tanium,Senior Software Engineer,Atlanta,GA,computer_science,4.0,forbes_cloud100,3
c1471,forbes_31,HashiCorp,Product Manager,San Francisco,CA,mba,32.0,forbes_cloud100,3
c1472,forbes_32,Gusto,Data Scientist - Models and Algorithms,San Francisco,CA,data_science,33.0,forbes_cloud100,3
c1473,forbes_34,Databricks,Software Engineer - Machine Learning /,San Francisco,CA,data_science,35.0,forbes_cloud100,3
c1474,forbes_36,Uptake,Data Scientist,Chicago,IL,data_science,37.0,forbes_cloud100,3
c1475,forbes_38,Automattic,Senior Software Engineer  Fully Remote,Denver,CO,computer_science,39.0,forbes_cloud100,3
c1476,forbes_40,Sisense,Product Marketing Program Manager,New York,NY,mba,41.0,forbes_cloud100,3
c1477,forbes_47,WalkMe,Senior Analyst - Sales Strategy & Operations,San Francisco,CA,mba_analyst,48.0,forbes_cloud100,3
c1478,forbes_49,Gainsight,Product Manager Gainsight PX,Redwood City,CA,mba,50.0,forbes_cloud100,3
c1479,forbes_5,CrowdStrike,Web Project Manager,Arlington,VA,mba,6.0,forbes_cloud100,3
c1480,forbes_52,Segment,Software Engineer - Distributed Systems,San Francisco,CA,computer_science,53.0,forbes_cloud100,3
c1481,forbes_59,Freshworks,VP of Platform Product Marketing,San Bruno,CA,mba_analyst,60.0,forbes_cloud100,3
c1482,forbes_6,Qualtrics,UX Data Scientist,Seattle,WA,data_science,7.0,forbes_cloud100,3
c1483,forbes_60,ThoughtSpot,Member of Technical Staff Machine Learning,Seattle,WA,data_science,61.0,forbes_cloud100,3
c1484,forbes_62,Asana,Data Scientist - Growth,San Francisco,CA,data_science,63.0,forbes_cloud100,3
c1485,forbes_63,FinancialForce,Senior Project Manager - Professional Services,Denver,CO,mba,64.0,forbes_cloud100,3
c1486,forbes_64,Fuze,NodeJS Software,Boston,MA,computer_science,65.0,forbes_cloud100,3
c1487,forbes_65,Optimizely,Senior Software Engineer - Machine Learning,San Francisco,CA,data_science,66.0,forbes_cloud100,3
c1488,forbes_67,Auth0,Senior Financial Analyst - Forecasting and Budgeting,Bellevue,WA,mba_finance,68.0,forbes_cloud100,3
c1489,forbes_68,Illumio,Senior Product Manager - VEN,Sunnyvale,CA,mba,69.0,forbes_cloud100,3
c1490,forbes_7,Squarespace,Data Scientist - Product,New York,NY,data_science,8.0,forbes_cloud100,3
c1491,forbes_72,DigitalOcean,Software Engineer Security,New York,NY,computer_science,73.0,forbes_cloud100,3
c1492,forbes_78,Onshape,Principal Software Engineer,Cambridge,MA,computer_science,79.0,forbes_cloud100,3
c1493,forbes_79,Collibra,Business Systems Analyst,New York,NY,mba_finance,80.0,forbes_cloud100,3
c1494,forbes_84,Braze,Software Engineer,New York,NY,computer_science,85.0,forbes_cloud100,3
c1495,forbes_88,Netskope,Sr Software Engineer - Data,Santa Clara,CA,computer_science,89.0,forbes_cloud100,3
c1496,forbes_90,Drift,Senior Software Engineer,San Francisco,CA,computer_science,91.0,forbes_cloud100,3
c1497,forbes_95,Namely,Principal Data Scientist,New York,NY,data_science,96.0,forbes_cloud100,3
c1498,forbes_99,Pendo,Back End Engineer,Raleigh,NC,computer_science,100.0,forbes_cloud100,3
c1499,glassdoor_103,ABC Supply Co,Data Scientist,Chicago,IL,data_science,54.0,glassdoor_large,3
c1500,glassdoor_111,Paycom,Technical Support Analyst,Oklahoma City,OK,mba_analyst,62.0,glassdoor_large,3
c1501,glassdoor_125,Kimpton Hotels & Restaurants,F&B Manager - Bambara,Cambridge,MA,mba,76.0,glassdoor_large,3
c1502,glassdoor_138,Texas Health Resources,Project Manager - Behavioral Health,Arlington,TX,mba,89.0,glassdoor_large,3
c1503,glassdoor_139,Sport Clips,Senior Operations or Financial Analyst,Austin,TX,mba_finance,90.0,glassdoor_large,3
c1504,glassdoor_145,Raising Cane's,Finance Manager,Plano,TX,mba_finance,96.0,glassdoor_large,3
c1505,glassdoor_23,Bombas,Lead Full Stack Engineer,New York,NY,computer_science,24.0,glassdoor_med_small,3
c1506,glassdoor_30,CarSense,Finance Manager,Glen Mills,PA,mba_finance,31.0,glassdoor_med_small,3
c1507,glassdoor_34,WillowTree,Senior Software Engineer,Durham,NC,computer_science,35.0,glassdoor_med_small,3
c1508,glassdoor_35,Emser Tile,Operations Business Analyst,Los Angeles,CA,mba_finance,36.0,glassdoor_med_small,3
c1509,glassdoor_44,Moogsoft,Senior Software Engineer,San Francisco,CA,computer_science,45.0,glassdoor_med_small,3
c1510,glassdoor_52,In-N-Out Burger,Project Manager/Entitlements - Real Estate,Baldwin Park,CA,mba,3.0,glassdoor_large,3
c1511,glassdoor_58,lululemon,Senior Software Engineer,Seattle,WA,computer_science,9.0,glassdoor_large,3
c1512,glassdoor_71,Sammons Financial Group,Business Project Manager,West Des Moines,IA,mba,22.0,glassdoor_large,3
c1513,glassdoor_74,Smile Brands,Payer Strategy Analyst,Irvine,CA,mba_analyst,25.0,glassdoor_large,3
c1514,glassdoor_8,Highspot,Senior Software Developer,Seattle,WA,computer_science,9.0,glassdoor_med_small,3
c1515,glassdoor_84,Trilogy Health Services,Project Manager/Refurbishment Manager,Kendallville,IN,mba,35.0,glassdoor_large,3
c1516,glassdoor_89,TaskUs,Operations Manager,San Antonio,TX,mba_analyst,40.0,glassdoor_large,3
c1517,glassdoor_94,Nebraska Furniture Mart,Senior Programmer/Analyst,Omaha,NE,mba_analyst,45.0,glassdoor_large,3
c1518,glassdoor_95,Wegmans Food Markets,Senior Tax Analyst,Rochester,NY,mba_analyst,46.0,glassdoor_large,3
c1519,hedge_0,Bridgewater Associates,Data Scientist,Stamford,CT,data_science,1.0,hedge_fund_100,3
c1520,hedge_42,Value Partners,Data Scientist,Columbia,MD,data_science,43.0,hedge_fund_100,3
c1521,hedge_44,Graham Capital Management,Financial Reporting Analyst,Rowayton,CT,mba_finance,44.0,hedge_fund_100,3
c1522,hedge_64,Tudor Investment,Quantitative Data Engineer,New York,NY,quant,65.0,hedge_fund_100,3
c1523,hedge_66,Carlson Capital,Senior Business Analyst,Dallas,TX,mba_analyst,67.0,hedge_fund_100,3
c1524,nasdaq_ACIA,Acacia Communications,Hardware Engineering Program Manager,Maynard,MA,mba,263.0,nasdaq_tech,3
c1525,nasdaq_ACLS,Axcelis Technologies,Software Engineer III,Beverly,MA,computer_science,371.0,nasdaq_tech,3
c1526,nasdaq_AEYE,AudioEye,JavaScript Developer,Tucson,AZ,computer_science,515.0,nasdaq_tech,3
c1527,nasdaq_ALOT,AstroNova,Senior Software Engineer,Warwick,RI,computer_science,465.0,nasdaq_tech,3
c1528,nasdaq_APPN,Appian,Lead Software Engineer,Washington,DC,computer_science,251.0,nasdaq_tech,3
c1529,nasdaq_AQUA,Evoqua Water Technologies,Embedded Software Engineer IV,Roseville,MN,computer_science,312.0,nasdaq_tech,3
c1530,nasdaq_ATEN,A10 Networks,Staff Software Engineer,San Jose,CA,computer_science,378.0,nasdaq_tech,3
c1531,nasdaq_ATU,Actuant,Sr Software Engineer,Lancaster,PA,computer_science,292.0,nasdaq_tech,3
c1532,nasdaq_AWRE,Aware,Contract - Product Data Analyst,Chicago,IL,mba_analyst,497.0,nasdaq_tech,3
c1533,nasdaq_BIDU,Baidu,Machine Learning Research Scientist,Sunnyvale,CA,data_science,20.0,nasdaq_tech,3
c1534,nasdaq_BKTI,BK Technologies,Senior Software Engineer,Melbourne,FL,computer_science,520.0,nasdaq_tech,3
c1535,nasdaq_BNFT,Benefitfocus,Workforce Capacity Program Manager,Charleston,SC,mba,273.0,nasdaq_tech,3
c1536,nasdaq_CAMP,CalAmp,Senior Database Administrator - PostrgreSQL,Irvine,CA,computer_science,379.0,nasdaq_tech,3
c1537,nasdaq_CARG,CarGurus,Data Scientist,Cambridge,MA,data_science,179.0,nasdaq_tech,3
c1538,nasdaq_CCMP,Cabot Microelectronics,Product Manager,Fort Worth,TX,mba,214.0,nasdaq_tech,3
c1539,nasdaq_CCRN,Cross Country Healthcare,Collection Analyst,Boca Raton,FL,mba_finance,417.0,nasdaq_tech,3
c1540,nasdaq_CISN,Cision,Media Research Project Manager,Ann Arbor,MI,data_science,262.0,nasdaq_tech,3
c1541,nasdaq_CLS,Celestica,Customer Program Manager,Tucson,AZ,mba,316.0,nasdaq_tech,3
c1542,nasdaq_CMCM,Cheetah Mobile,Chief Scientist - AI,Palo Alto,CA,data_science,340.0,nasdaq_tech,3
c1543,nasdaq_CRUS,Cirrus Logic,Software Program Manager,Austin,TX,mba,240.0,nasdaq_tech,3
c1544,nasdaq_CSIQ,Canadian Solar,Analyst - Asset Management,Walnut Creek,CA,mba_finance,322.0,nasdaq_tech,3
c1545,nasdaq_DAVA,Endava,Program Manager,New York,NY,mba,303.0,nasdaq_tech,3
c1546,nasdaq_DMRC,Digimarc,Senior Product Manager,Beaverton,OR,mba,438.0,nasdaq_tech,3
c1547,nasdaq_EB,Eventbrite,Data Scientist - Risk,San Francisco,CA,data_science,228.0,nasdaq_tech,3
c1548,nasdaq_EBIX,Ebix,Software Developer,Johns Creek,GA,computer_science,109.0,nasdaq_tech,3
c1549,nasdaq_EMAN,eMagin,Project Manager,Hopewell Junction,NY,mba,540.0,nasdaq_tech,3
c1550,nasdaq_ENPH,Enphase Energy,Sr Data and Machine Learning Specialist,Petaluma,CA,data_science,365.0,nasdaq_tech,3
c1551,nasdaq_EPAY,Bottomline Technologies,College Hire Program - Associate Software Developer,Portsmouth,NH,computer_science,242.0,nasdaq_tech,3
c1552,nasdaq_ERII,Energy Recovery,Software Developer - India,San Leandro,CA,computer_science,393.0,nasdaq_tech,3
c1553,nasdaq_EXTN,Exterran,Project Manager Product II,Broken Arrow,OK,mba,355.0,nasdaq_tech,3
c1554,nasdaq_EXTR,Extreme Networks,Director of Product Management for Cloud,San Jose,CA,mba,353.0,nasdaq_tech,3
c1555,nasdaq_FNSR,Finisar,Quality Data Engineer,Allen,TX,data_science,223.0,nasdaq_tech,3
c1556,nasdaq_FORM,FormFactor,Sr Software Engineer - Software Quality Assurance,Beaverton,OR,computer_science,321.0,nasdaq_tech,3
c1557,nasdaq_FSCT,ForeScout Technologies,Data Scientist,San Jose,CA,data_science,311.0,nasdaq_tech,3
c1558,nasdaq_GVP,GSE Systems,Corporate Development Analyst/Associate,Columbia,MD,mba_finance,527.0,nasdaq_tech,3
c1559,nasdaq_HIVE,Aerohive Networks,Principal Engineer - Embedded Network Software Development,Milpitas,CA,computer_science,447.0,nasdaq_tech,3
c1560,nasdaq_HLIT,Harmonic,Senior Software Development Engineer,San Jose,CA,computer_science,392.0,nasdaq_tech,3
c1561,nasdaq_ICHR,Ichor,Cell Biology Research Scientist,LaFayette,NY,data_science,389.0,nasdaq_tech,3
c1562,nasdaq_IDTI,Integrated Device Technology,Business Product Manager,San Jose,CA,mba,125.0,nasdaq_tech,3
c1563,nasdaq_IEC,IEC Electronics,Sr Program Manager,Albuquerque,NM,mba,511.0,nasdaq_tech,3
c1564,nasdaq_IMI,Intermolecular,Software Engineer II,San Jose,CA,computer_science,519.0,nasdaq_tech,3
c1565,nasdaq_INAP,Internap,Sr Finance Manager,Atlanta,GA,mba_finance,468.0,nasdaq_tech,3
c1566,nasdaq_INFY,Infosys Limited,Java Developer,Pennington,NJ,computer_science,21.0,nasdaq_tech,3
c1567,nasdaq_IPAS,iPass,Javascript Engineer,Oak Brook,IL,computer_science,572.0,nasdaq_tech,3
c1568,nasdaq_IPGP,IPG Photonics,Software Engineer,Oxford,MA,computer_science,121.0,nasdaq_tech,3
c1569,nasdaq_IVAC,Intevac,Embedded Software Engineer,Santa Clara,CA,computer_science,474.0,nasdaq_tech,3
c1570,nasdaq_KVHI,KVH Industries,Senior DSP Software Engineer,Middletown,RI,computer_science,445.0,nasdaq_tech,3
c1571,nasdaq_LASR,nLIGHT,Director - Financial Planning & Analysis,Vancouver,WA,mba_finance,361.0,nasdaq_tech,3
c1572,nasdaq_LEAF,Leaf Group,Product Manager - Media Product & Engineering,Santa Monica,CA,mba,443.0,nasdaq_tech,3
c1573,nasdaq_LPSN,LivePerson,Software Engineer,Seattle,WA,computer_science,300.0,nasdaq_tech,3
c1574,nasdaq_LXFT,Luxoft,Senior Web Developer,Houston,TX,computer_science,253.0,nasdaq_tech,3
c1575,nasdaq_MJCO,Majesco,Project Manager,Columbus,OH,mba,428.0,nasdaq_tech,3
c1576,nasdaq_MOBL,MobileIron,VP - Product Marketing,Mountain View,CA,mba_analyst,380.0,nasdaq_tech,3
c1577,nasdaq_MODN,Model N,Senior Finance Manager FP&A - Revenue,San Mateo,CA,mba_finance,386.0,nasdaq_tech,3
