,list_id,company,rank,source,job_type_1,job_type_2,job_type_3,job_type_4,job_type_5,job_type_6,job_type_7
1673,nasdaq_AMSWA,American Software,415.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1674,nasdaq_DGII,Digi,416.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1676,nasdaq_ECOM ,ChannelAdvisor,418.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1677,nasdaq_AQ,Aquantia,419.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1678,nasdaq_CRNT,Ceragon Networks,420.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1679,nasdaq_PDFS,PDF Solutions,421.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1680,nasdaq_OOMA,Ooma,422.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1681,nasdaq_IMMR,Immersion,423.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1684,nasdaq_SRT,StarTek,426.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1685,nasdaq_DSPG,DSP Group,427.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1686,nasdaq_MJCO,Majesco,428.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1688,nasdaq_AOSL,Alpha and Omega Semiconductor Limited,430.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1689,nasdaq_SILC,Silicom,431.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1690,nasdaq_GRNQ,Greenpro Capital,432.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1691,nasdaq_AMBR,Amber Road,433.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1692,nasdaq_TWIN,Twin Disc,435.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1693,nasdaq_BGSF,BG Staffing,436.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1694,nasdaq_MX,MagnaChip Semiconductor,437.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1695,nasdaq_DMRC,Digimarc,438.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1696,nasdaq_TEUM,Pareteum,439.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1697,nasdaq_ALLT,Allot,440.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1698,nasdaq_RUBI,The Rubicon Project,441.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1699,nasdaq_WATT,Energous,442.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1703,nasdaq_TRVG,trivago N.V.,446.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1705,nasdaq_EGAN,eGain,448.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1706,nasdaq_SPA,Sparton,449.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1707,nasdaq_AXTI,AXT,450.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1708,nasdaq_MTC,MMTec,451.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1709,nasdaq_ACMR,ACM Research,452.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1710,nasdaq_INS,Intelligent Systems,453.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1711,nasdaq_FSNN,Fusion Connect,454.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1712,nasdaq_IOTS,Adesto Technologies,455.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1713,nasdaq_PCYG,Park City Group,456.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1714,nasdaq_GSIT,GSI Technology,457.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1715,nasdaq_BRQS,Borqs Technologies,458.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1716,nasdaq_CYRN,Cyren,459.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1717,nasdaq_ALYA,Alithya Group,460.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1718,nasdaq_MDCA,MDC Partners,461.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1719,nasdaq_VUZI,Vuzix,462.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1721,nasdaq_TLRA,Telaria,464.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1723,nasdaq_MNTX,Manitex,466.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1724,nasdaq_XNET,Xunlei Limited,467.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1725,nasdaq_INAP,Internap,468.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1726,nasdaq_TZOO,Travelzoo,469.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1727,nasdaq_EMKR,Emcore,470.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1728,nasdaq_LIQT,LiqTech,471.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1729,nasdaq_PXLW,Pixelworks,472.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1730,nasdaq_INSE,Inspired Entertainment,473.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1733,nasdaq_SMTX,SMTC,476.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1734,nasdaq_RDCM,Radcom,477.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1735,nasdaq_PNTR,Pointer Telocation,478.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1736,nasdaq_RENN,Renren,479.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1737,nasdaq_RMBL,RumbleOn,480.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1738,nasdaq_AIRG,Airgain,481.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1739,nasdaq_RNWK,RealNetworks,482.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1740,nasdaq_MRAM,Everspin Technologies,483.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1741,nasdaq_KOPN,Kopin,484.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1742,nasdaq_MAMS,MAM Software Group,485.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1744,nasdaq_SQNS,Sequans Communications S.A.,487.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1745,nasdaq_GEC,Great Elm Capital Group,488.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1747,nasdaq_IMOS,ChipMOS TECHNOLOGIES,490.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1748,nasdaq_QUIK,QuickLogic,491.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1749,nasdaq_NTWK,NetSol Technologies,492.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1750,nasdaq_PCTI,PC-Tel,493.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1751,nasdaq_GSB,GlobalSCAPE,494.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1752,nasdaq_SGOC,SGOCO Group,495.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1754,nasdaq_AWRE,Aware,497.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1756,nasdaq_DTSS,Datasea,499.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1757,nasdaq_PERI,Perion Network,500.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1758,nasdaq_RDVT,Red Violet,501.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1759,nasdaq_AVNW,Aviat Networks,502.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1760,nasdaq_JG,Aurora Mobile Limited,503.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1761,nasdaq_MTEC,MTech Acquisition,504.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1762,nasdaq_CLPS,CLPS Incorporation,505.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1763,nasdaq_TACT,TransAct Technologies,506.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1764,nasdaq_INVE,Identiv,507.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1765,nasdaq_ASYS,Amtech Systems,508.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1766,nasdaq_VISI,Volt Information Sciences,509.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1768,nasdaq_IEC,IEC Electronics,511.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1769,nasdaq_CTG,Computer Task Group,512.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1770,nasdaq_KTCC,Key Tronic,513.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1771,nasdaq_DLHC,DLH,514.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1774,nasdaq_ICLK,iClick Interactive Asia Group Limited,517.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1775,nasdaq_WISA,Summit Wireless Technologies,518.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1776,nasdaq_IMI,Intermolecular,519.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1777,nasdaq_BKTI,BK Technologies,520.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1778,nasdaq_QTM,Quantum,521.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1779,nasdaq_SOL,Renesola,522.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1780,nasdaq_HQCL,Hanwha Q CELLS,523.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1782,nasdaq_MTBC,Medical Transcription Billing,525.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1783,nasdaq_OIIM,O2Micro Limited,526.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1785,nasdaq_TAOP,Taoping,528.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1786,nasdaq_MNDO,Mind C.T.I.,529.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1787,nasdaq_RCMT,RCM Technologies,530.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1788,nasdaq_ATOM,Atomera,531.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1789,nasdaq_PIXY,ShiftPixy,532.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1791,nasdaq_WSTG,Wayside Technology Group,534.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1792,nasdaq_MIND,Mitcham Industries,535.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1793,nasdaq_RESN,Resonant,536.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1794,nasdaq_HSON,Hudson Global,537.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1795,nasdaq_AUTO,AutoWeb,538.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1796,nasdaq_LPTH,LightPath Technologies,539.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1797,nasdaq_EMAN,eMagin,540.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1798,nasdaq_INOD,Innodata,541.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1799,nasdaq_CSPI,CSP,542.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1800,nasdaq_SIFY,Sify Technologies Limited,543.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1801,nasdaq_WYY,WidePoint,544.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1802,nasdaq_ISSC,Innovative Solutions and Support,545.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1803,nasdaq_IDN,Intellicheck,546.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1804,nasdaq_OSS,One Stop Systems,547.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1805,nasdaq_OTIV,On Track Innovations,548.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1806,nasdaq_MOXC,Moxian,549.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1807,nasdaq_GIGM,GigaMedia Limited,550.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1808,nasdaq_MRIN,Marin Software,551.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1809,nasdaq_DGLY,Digital Ally,552.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1810,nasdaq_CVR,Chicago Rivet & Machine,553.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1811,nasdaq_PFIN,P & F Industries,554.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1812,nasdaq_CNET,ChinaNet Online,555.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1813,nasdaq_CCIH,ChinaCache,556.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1814,nasdaq_MYSZ,My Size,557.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1815,nasdaq_MNGA,MagneGas Applied Technology Solutions,558.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1816,nasdaq_CVV,CVD Equipment,559.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1817,nasdaq_ZDGE,Zedge,560.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1818,nasdaq_NETE,Net Element,561.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1819,nasdaq_SRAX,Social Reality,562.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1820,nasdaq_GSUM,Gridsum,563.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1821,nasdaq_QRHC,Quest Resource,564.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1822,nasdaq_SPCB,SuperCom,565.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1823,nasdaq_RBCN,Rubicon Technology,566.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1824,nasdaq_STRM,Streamline Health Solutions,567.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1825,nasdaq_QUMU,Qumu,568.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1826,nasdaq_CCNI,Command Center,569.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1827,nasdaq_HHS,Harte-Hanks,570.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1828,nasdaq_IIJI,Internet Initiative Japan,571.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1829,nasdaq_IPAS,iPass,572.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1830,nasdaq_AMCN,AirMedia Group,573.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1831,nasdaq_EVOL,Evolving Systems,574.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1832,nasdaq_ACY,AeroCentury,575.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1833,nasdaq_LINK,Interlink Electronics,576.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1834,nasdaq_FPAY,FlexShopper,577.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1835,nasdaq_SCKT,Socket Mobile,578.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1836,nasdaq_QBAK,Qualstar,579.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1837,nasdaq_SGMA,SigmaTron,580.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1838,nasdaq_BKYI,BIO-key,581.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1839,nasdaq_JOB,GEE Group,582.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1840,nasdaq_NNDM,Nano Dimension,583.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1841,nasdaq_TRT,Trio-Tech,584.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1842,nasdaq_BDR,Blonder Tongue Laboratories,585.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1843,nasdaq_LEDS,SemiLEDS,586.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1844,nasdaq_TSRI,TSR,587.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1845,nasdaq_STAF,Staffing 360 Solutions,588.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1847,nasdaq_TISA,Top Image Systems,590.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1848,nasdaq_CPAH,CounterPath,591.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1849,nasdaq_BOSC,B.O.S. Better Online Solutions,592.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1850,nasdaq_BVSN,BroadVision,593.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1851,nasdaq_MOSY,MoSys,594.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1852,nasdaq_CREX,Creative Realities,595.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1853,nasdaq_ANY,Sphere 3D,596.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1854,nasdaq_IPDN,Professional Diversity Network,597.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1855,nasdaq_SPI,SPI Energy,598.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1856,nasdaq_FORTY,Formula Systems,599.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1857,nasdaq_INPX,Inpixon,600.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1858,nasdaq_ELTK,Eltek,601.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1859,nasdaq_TCCO,Technical Communications,602.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
1860,nasdaq_SCON,Superconductor Technologies,603.0,nasdaq_tech,data_science,computer_science,mba,mba_finance,stats,quant,mba_analyst
